scheme_id,name,name_hindi,category,level,state,ministry,description,benefits,benefit_amount,age_min,age_max,gender,income_limit_annual,income_limit_display,caste_category,occupation,is_bpl_required,land_holding_max_acres,education_requirement,disability_applicable,marital_status,domicile_required,documents_required,application_mode,application_url,official_pdf_url,launched_year,deadline,target_beneficiaries,chunk_count,active,last_updated
scheme_sukanya_samriddhi,Sukanya Samriddhi Yojana (SSY),सुकन्या समृद्धि योजना,education,central,,Ministry of Finance,Small deposit scheme for girl children providing attractive interest rate and tax benefits to secure girl's education and marriage needs.,Interest rate 8.2% p.a. (one of highest in small savings); Tax exemption under Section 80C; Maturity at 21 years or marriage after 18,8.2 percent annual interest + tax benefit,0,10,Female,,No income limit,All,Girl child (account opened by parent/guardian),No,,None,Yes,Unmarried,Yes,"Girl's birth certificate, Parent/guardian Aadhaar, Parent PAN, Address proof",Offline,https://www.indiapost.gov.in,https://www.nsiindia.gov.in/InternalPage.aspx?Id_Pk=166,2015,Account must be opened before girl turns 10,Girl children up to 10 years of age,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_one_stop_centre,One Stop Centre Scheme (Sakhi),वन स्टॉप सेंटर (सखी),health,central,,Ministry of Women and Child Development,"Integrated support services for women affected by violence — police, legal, medical, psychological counselling under one roof.",Emergency and non-emergency response; Medical assistance; Legal counselling; Police assistance; Temporary shelter up to 5 days; Psychological support,Free integrated services,0,,Female,,No income limit,All,Any,No,,None,Yes,Any,No,No documents required for immediate help,Walk-in / Helpline 181,https://wcd.nic.in/schemes/one-stop-centre-scheme,https://wcd.nic.in/sites/default/files/osc-guidelines.pdf,2015,No deadline (emergency service),Women in distress / victims of violence,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_poshan_abhiyan,POSHAN Abhiyaan (National Nutrition Mission),पोषण अभियान,health,central,,Ministry of Women and Child Development,"Mission to reduce malnutrition, stunting, under-nutrition and anaemia among children (0-6 years), adolescent girls, pregnant women and lactating mothers.",Supplementary nutrition; Growth monitoring; Behavioral change communication; Convergence of services at Anganwadi level,Nutrition supplements and services,0,45,Female/Child,,No income limit,All,Pregnant/Lactating/Adolescent girls/Children,No,,None,Yes,Any,Yes,"Aadhaar, Ration card (for registration)",Automatic (via Anganwadi),https://poshanabhiyaan.gov.in,https://wcd.nic.in/sites/default/files/POSHAN_Abhiyan_Guidelines.pdf,2018,No fixed deadline,"Children 0-6 years, pregnant women, lactating mothers, adolescent girls",1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_pmjdy,Pradhan Mantri Jan Dhan Yojana (PMJDY),प्रधानमंत्री जन धन योजना,employment,central,,Ministry of Finance,"Financial inclusion programme ensuring access to financial services — banking, remittance, credit, insurance, pension to excluded sections.","Zero-balance bank account; RuPay debit card; Accidental insurance Rs. 2 lakh; Overdraft facility up to Rs. 10,000",Free account + 200000 accidental insurance,10,,All,,No income limit,All,Any,No,,None,Yes,Any,Yes,"Aadhaar, Passport photo (for some banks)",Offline,https://www.pmjdy.gov.in,https://www.pmjdy.gov.in/files/E-Documents/PMJDY-Scheme_Guideline.pdf,2014,No fixed deadline,All unbanked individuals,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_gu_mksyj,Mukhyamantri Kisan Sahay Yojana (MKSY) — Gujarat,મુખ્યમંત્રી કિસાન સહાય યોજના,agriculture,state,Gujarat,"Agriculture & Cooperation Department, Government of Gujarat","Crop loss compensation to farmers not covered under PMFBY, for losses due to natural calamities — drought, unseasonal rainfall, floods.","Rs. 20,000/hectare for 33-60% crop loss; Rs. 25,000/hectare for >60% crop loss (up to 4 hectares)",20000 to 25000 per hectare,18,,All,,No income limit,All,Farmer,No,9.88,None,Yes,Any,Yes,"Aadhaar, Land records (7/12 Utara), Bank account, Crop sowing declaration",Online,https://ikhedut.gujarat.gov.in,https://agri.gujarat.gov.in/Images/pdf/MKSY-guidelines.pdf,2020,Season-specific (Kharif/Rabi),Farmers in Gujarat not covered under PMFBY,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_gu_ikhedut,iKhedut Portal Subsidy Schemes — Gujarat,iKhedut Portal – ગુજરાત,agriculture,state,Gujarat,"Agriculture & Cooperation Department, Government of Gujarat","Single portal for farmers to apply for multiple agricultural subsidies including irrigation equipment, farm machinery, seeds, fertilizers, and greenhouses.","40-75% subsidy on drip irrigation; Tractor subsidy up to Rs. 45,000; Pump set subsidy; Seed subsidy; Poly house grant",Varies by component; 40-75 percent subsidy,18,,All,,No income limit,All (SC/ST get higher subsidy),Farmer,No,,None,Yes,Any,Yes (Gujarat),"Aadhaar, 7/12 land records, Bank account, Caste certificate (if SC/ST), Passport photo",Online,https://ikhedut.gujarat.gov.in,https://ikhedut.gujarat.gov.in/About.aspx,2013,Component-specific deadlines,Farmers of Gujarat,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_gu_vahali_dikri,Vahali Dikri Yojana — Gujarat,વ્હાલી દીકરી યોજના,education,state,Gujarat,"Women and Child Development Department, Gujarat","Financial assistance to girl children for education and marriage in phases — at class 1, class 9, and age 18.","Rs. 4,000 on enrollment in class 1; Rs. 6,000 on admission to class 9; Rs. 1,00,000 on completing 18 years or higher education / marriage",4000 + 6000 + 100000 across three phases,0,18,Female,200000,Annual family income up to Rs. 2 lakh,All,Girl child/Student,No,,Enrollment in school,Yes,Unmarried (at time of benefit),Yes (Gujarat),"Birth certificate, Aadhaar (parents + child), Income certificate, School enrollment proof, Bank account in girl's name",Online,https://wcd.gujarat.gov.in,https://wcd.gujarat.gov.in/vahali-dikri-yojana,2019,Within 1 year of eligibility event,Girl children in Gujarat from families with income below Rs. 2 lakh,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_gu_manav_garima,Manav Garima Yojana — Gujarat (SC),માનવ ગરિમા યોજના,employment,state,Gujarat,"Social Justice and Empowerment Department, Gujarat",Providing tool kits and equipment to SC artisans and self-employed persons for their traditional occupations.,"Tool kit worth Rs. 42,000; Equipment for 28 types of occupations including tailoring, cobbling, carpentry, hawking",42000 tool kit,18,,All,47000,"Annual income up to Rs. 47,000 (rural) / Rs. 60,000 (urban)",SC,Artisan/Self-employed,No,,None,Yes,Any,Yes (Gujarat),"Aadhaar, SC caste certificate, Income certificate, Occupation proof, Bank account",Online,https://sje.gujarat.gov.in,https://sje.gujarat.gov.in/dscw/uploads/Scheme/manav-garima-gujarati.pdf,2014,No fixed deadline,SC artisans with traditional occupations in Gujarat,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_gu_namo_shree,Namo Shree Yojana — Gujarat,નમો શ્રી યોજના,health,state,Gujarat,"Women and Child Development Department, Gujarat",Financial assistance to pregnant women for nutrition and health during pregnancy.,"Rs. 12,000 financial assistance in 3 installments for pregnant women for their nutritional needs",12000 in 3 installments,19,,Female,,No income limit,All,Any,No,,None,Yes,Pregnant,Yes (Gujarat),"Aadhaar, Bank account, Pregnancy confirmation certificate from government doctor, MCP card",Offline (via ANM/Health Worker),https://wcd.gujarat.gov.in,https://wcd.gujarat.gov.in/namo-shree-yojana,2024,Must apply within first trimester,Pregnant women in Gujarat,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_mh_ladki_bahin,Mukhyamantri Majhi Ladki Bahin Yojana — Maharashtra,मुख्यमंत्री माझी लाडकी बहीण योजना,employment,state,Maharashtra,"Women and Child Development Department, Maharashtra",Monthly financial assistance to economically weak women for self-reliance and empowerment.,"Rs. 1,500 per month direct benefit transfer to eligible women",1500 per month,21,65,Female,250000,Annual family income up to Rs. 2.5 lakh,All,Any,No,,None,Yes,Any,Yes (Maharashtra),"Aadhaar, Ration card, Income certificate, Domicile certificate, Bank account (in woman's name)",Online,https://ladakibahin.maharashtra.gov.in,https://womenchild.maharashtra.gov.in/Ladaki-Bahin-scheme,2024,Open enrollment,Women aged 21-65 years in Maharashtra with family income below Rs. 2.5 lakh,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_mh_shasan_aplya_dari,Shasan Aplya Dari — Maharashtra,शासन आपल्या दारी,health,state,Maharashtra,"General Administration Department, Maharashtra","Mobile camp programme taking government services to citizens at their doorstep — 17+ services including health, income certificate, caste certificate.","Income certificate, caste certificate, health checkup, Aadhaar enrollment, crop damage survey — all at village level",Free services,0,,All,,No income limit,All,Any,No,,None,Yes,Any,Yes (Maharashtra),Aadhaar (basic identity),Offline (camp-based),https://aaplesarkar.mahaonline.gov.in,https://gad.maharashtra.gov.in/shasan-aplya-dari,2023,Camp schedule-based,All citizens of Maharashtra (rural focus),1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_mh_namo_shetkari,Namo Shetkari Maha Samman Nidhi — Maharashtra,नमो शेतकरी महा सन्मान निधी,agriculture,state,Maharashtra,"Agriculture Department, Maharashtra","Additional Rs. 6,000 per year income support to farmers registered under PM-KISAN in Maharashtra.","Rs. 6,000 per year (Rs. 2,000 per installment × 3) in addition to PM-KISAN benefit; Total Rs. 12,000/year with PM-KISAN",6000 per year (additional to PM-KISAN),18,,All,,No income limit (must be in PM-KISAN database),All,Farmer,No,4.94,None,Yes,Any,Yes (Maharashtra),"Aadhaar, PM-KISAN registration proof, Land records (7/12), Bank account",Online,https://krishi.maharashtra.gov.in,https://krishi.maharashtra.gov.in/namo-shetkari,2023,Season-based,PM-KISAN registered farmers of Maharashtra,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_tn_chief_minister_breakfast,Chief Minister's Breakfast Scheme — Tamil Nadu,முதலமைச்சர் காலை உணவுத் திட்டம்,education,state,Tamil Nadu,"School Education Department, Tamil Nadu",Free breakfast for students of class 1-5 in government primary schools to improve school attendance and nutrition.,"Free breakfast every school day; Nutritious meal with eggs, vegetables, and grains",Free breakfast,5,12,All,,No income limit (available to all government school students),All,Student (Class 1-5),No,,Enrolled in government primary school (class 1-5),Yes,Any,Yes (Tamil Nadu),School enrollment,Automatic,https://www.tn.gov.in/scheme/data_view/5697,https://tnschemes.gov.in/breakfast-scheme,2023,No fixed deadline,Government primary school students in Tamil Nadu,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_tn_kalaignar_magalir_urimai,Kalaignar Magalir Urimai Thogai Thittam — Tamil Nadu,கலைஞர் மகளிர் உரிமை தொகை திட்டம்,employment,state,Tamil Nadu,"Social Welfare and Women Empowerment Department, Tamil Nadu",Monthly financial assistance to women heads of household for their daily needs and empowerment.,"Rs. 1,000 per month direct bank transfer to eligible women family heads",1000 per month,21,,Female,,Not paying income tax,All,Any,No,,None,Yes,Any,Yes (Tamil Nadu),"Aadhaar, Ration card, Bank account, Family card",Offline,https://www.tn.gov.in,https://tn.gov.in/scheme/magalir-urimai,2023,Open enrollment,Women family heads in Tamil Nadu,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_tn_scholarship_sc,Tamil Nadu SC/ST Scholarship — Post-Matric,தமிழ்நாடு SC/ST கல்வி உதவி,education,state,Tamil Nadu,"Adi Dravidar Welfare Department / BC Welfare Department, Tamil Nadu","State-funded scholarship for SC/ST students in post-matric education in Tamil Nadu, supplementing central schemes.",Full tuition fee reimbursement; Maintenance allowance Rs. 250-700/month; Hostel stipend Rs. 500-900/month,Full tuition + 250 to 700 per month maintenance,0,,All,250000,Annual parental income up to Rs. 2.5 lakh,SC/ST,Student,No,,Pursuing post-matric education (class 11 onwards),Yes,Any,Yes (Tamil Nadu),"Aadhaar, SC/ST certificate, Income certificate, Marksheet, Bonafide certificate, Bank account",Online,https://www.adi-dravidar.gov.in,https://www.adi-dravidar.gov.in/schemes/scholarship,1965,October 31 each year,SC/ST students in post-matric education in Tamil Nadu,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_up_kisan_karj_rahat,UP Kisan Karj Rahat Yojana — Uttar Pradesh,उत्तर प्रदेश किसान कर्ज राहत योजना,agriculture,state,Uttar Pradesh,"Agriculture Department, Uttar Pradesh",One-time loan waiver for small and marginal farmers of Uttar Pradesh with outstanding crop loans up to Rs. 1 lakh.,Loan waiver up to Rs. 1 lakh per farmer; Covers short-term crop loans; Relief certificate issued,Up to 100000 loan waiver,18,,All,,Small and marginal farmers,All,Farmer,No,4.94,None,Yes,Any,Yes (UP),"Aadhaar, Land records (Khasra/Khatauni), Bank passbook showing loan, Ration card",Online,https://www.upkisankarjrahat.upsdc.gov.in,https://agri.up.gov.in/krishi-schemes,2017,No fixed deadline (one-time benefit),Small/marginal farmers of UP with outstanding crop loan up to Rs. 1 lakh,1,false,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_up_mukhyamantri_kanya_sumangala,Mukhyamantri Kanya Sumangala Yojana — Uttar Pradesh,मुख्यमंत्री कन्या सुमंगला योजना,education,state,Uttar Pradesh,"Women Welfare Department, Uttar Pradesh",Financial assistance to girl children in 6 phases from birth to post-graduation to promote girls' education and health in UP.,Rs. 2000 at birth; Rs. 1000 at vaccination; Rs. 2000 at class 1; Rs. 2000 at class 6; Rs. 3000 at class 9; Rs. 5000 at graduation/diploma,2000 to 5000 across 6 phases; total 15000,0,22,Female,300000,Annual family income up to Rs. 3 lakh,All,Girl child/Student,No,,School enrollment (at applicable stages),Yes,Unmarried (girl),Yes (UP),"Aadhaar (parents + child), Income certificate, Birth certificate, School enrollment, Bank account in girl's name",Online,https://mksy.up.gov.in,https://mksy.up.gov.in/women_welfare/pdf/MKSY_Guidelines.pdf,2019,Apply within 6 months of eligibility event,Girl children in UP from families with income below Rs. 3 lakh (max 2 girls per family),1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_up_vridha_pension,Vridhavastha Samman Pension Yojana — Uttar Pradesh,वृद्धावस्था सम्मान पेंशन योजना,employment,state,Uttar Pradesh,"Social Welfare Department, Uttar Pradesh",Monthly pension for BPL senior citizens above 60 years in Uttar Pradesh.,Rs. 1000 per month (Rs. 800 state + Rs. 200 central IGNOAPS) direct bank transfer,1000 per month,60,,All,,BPL/no income limit (rural: no land over 2 hectares),All,Any (retired/elderly),Yes,4.94,None,Yes,Any,Yes (UP),"Aadhaar, Age proof (voter ID/birth cert), BPL card/Ration card, Bank account, Passport photo",Online/Offline,https://sspy-up.gov.in,https://sspy-up.gov.in/HindiPages/oldage_h.aspx,2016,No fixed deadline,BPL elderly above 60 years in Uttar Pradesh,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_rj_chiranjeevi,Mukhyamantri Chiranjeevi Swasthya Bima Yojana — Rajasthan,मुख्यमंत्री चिरंजीवी स्वास्थ्य बीमा योजना,health,state,Rajasthan,"Medical Health and Family Welfare Department, Rajasthan",Universal health insurance for all families of Rajasthan providing cashless treatment at government and empanelled private hospitals.,"Cashless health insurance coverage of Rs. 25 lakh per family per year; 1,576+ medical packages; Pre and post hospitalization expenses covered",2500000 per year,0,,All,,"No income limit (universal; BPL free, others Rs. 850/year premium)",All,Any,No (free for BPL/SECC; nominal premium for others),,None,Yes,Any,Yes (Rajasthan),"Jan Aadhaar card, Aadhaar, Bank account",Online,https://chiranjeevi.rajasthan.gov.in,https://chiranjeevi.rajasthan.gov.in/content/dam/doitassets/chiranjeevi/pdf/guidelines.pdf,2021,No fixed deadline,All families of Rajasthan,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_rj_annapurna_food,Annapurna Food Packet Yojana — Rajasthan,अन्नपूर्णा फूड पैकेट योजना,health,state,Rajasthan,"Food and Civil Supplies Department, Rajasthan","Free food packet containing pulses, cooking oil, salt, spices to NFSA beneficiaries at ration shops.","Free monthly food packet with 1 kg chana, 1 kg sugar, 100ml cooking oil, spices; Available at PDS shops",Free food packet monthly,0,,All,,NFSA beneficiaries (AAY/BPL/PHH),All,Any,Yes (NFSA listed),,None,Yes,Any,Yes (Rajasthan),"Ration card (NFSA), Aadhaar",Automatic (at PDS shop),https://food.rajasthan.gov.in,https://food.rajasthan.gov.in/content/annapurna,2023,No fixed deadline,NFSA cardholders in Rajasthan,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_wb_lakshmir_bhandar,Lakshmir Bhandar — West Bengal,লক্ষ্মীর ভাণ্ডার,employment,state,West Bengal,"Women and Child Development & Social Welfare Department, West Bengal",Monthly financial assistance to women heads of household to support basic household needs.,Rs. 1000/month for SC/ST women; Rs. 500/month for general category women; Direct bank transfer,500 to 1000 per month,25,60,Female,,No income limit (excluding government employees/income tax payers),All,Any,No,,None,Yes,Any,Yes (West Bengal),"Aadhaar, Bank account, Swasthya Sathi card / ration card, Savings account in bank",Online/Offline,https://socialsecurity.wb.gov.in/lakshmirBhandar,https://socialsecurity.wb.gov.in/lakshmirBhandar-guidelines,2021,Open enrollment,Women family heads in West Bengal aged 25-60,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_wb_kanyashree,Kanyashree Prakalpa — West Bengal,কন্যাশ্রী প্রকল্প,education,state,West Bengal,"Women and Child Development Department, West Bengal",Conditional cash transfer scheme to improve the wellbeing of girls and prevent child marriage by keeping them in school.,"K1: Annual scholarship Rs. 1000 (age 13-18, class 8-12); K2: One-time grant Rs. 25,000 on turning 18 if unmarried and in education/training",1000 per year (K1) + 25000 one-time (K2),13,18,Female,120000,Annual family income up to Rs. 1.2 lakh,All,Student,No,,Enrolled in class 8-12 (K1); 18+ unmarried enrolled in education (K2),Yes,Unmarried,Yes (West Bengal),"Aadhaar, Age proof, Income certificate, School enrollment certificate, Bank account in girl's name",Online/Offline,https://wbkanyashree.gov.in,https://wbkanyashree.gov.in/kp_4.0/guidelines.html,2013,Within financial year,Girls aged 13-18 from families with income below Rs. 1.2 lakh in West Bengal,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_ka_gruha_lakshmi,Gruha Lakshmi Scheme — Karnataka,ಗೃಹ ಲಕ್ಷ್ಮಿ ಯೋಜನೆ,employment,state,Karnataka,"Women and Child Welfare Department, Karnataka",Monthly financial support to women heads of BPL/AAY households in Karnataka.,"Rs. 2,000 per month per household to the woman head of family",2000 per month,18,,Female,,BPL/AAY ration card holders,All,Any,Yes,,None,Yes,Any,Yes (Karnataka),"Aadhaar, BPL/AAY ration card, Bank account in woman's name",Online,https://sevasindhu.karnataka.gov.in,https://wcdkarnataka.gov.in/gruha-lakshmi,2023,Open enrollment,Women family heads with BPL/AAY ration card in Karnataka,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_ka_yuva_nidhi,Yuva Nidhi Scheme — Karnataka,ಯುವ ನಿಧಿ ಯೋಜನೆ,employment,state,Karnataka,"Department of Skill Development Entrepreneurship and Livelihood, Karnataka",Unemployment allowance to fresh graduates and diploma holders who are unable to find employment within 6 months of passing.,Rs. 3000/month for degree holders; Rs. 1500/month for diploma holders; For 2 years or until employment,1500 to 3000 per month for up to 2 years,18,25,All,,Family income — not income tax payer,All,Unemployed graduate/diploma holder,No,,Degree/Diploma from recognized Karnataka institution passed in 2023 or later,Yes,Any,Yes (Karnataka),"Aadhaar, Degree/Diploma certificate, Marksheet, Bank account, Domicile certificate",Online,https://sevasindhu.karnataka.gov.in/yuvanidhi,https://kaushalkar.com/yuva-nidhi-scheme,2023,Within 6 months of passing,Unemployed degree/diploma holders aged 18-25 in Karnataka,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_mp_ladli_behna,Mukhyamantri Ladli Behna Yojana — Madhya Pradesh,मुख्यमंत्री लाडली बहना योजना,employment,state,Madhya Pradesh,"Women and Child Development Department, Madhya Pradesh",Monthly financial assistance to married women of MP for economic empowerment and household needs.,"Rs. 1,250 per month direct bank transfer; Enhanced to Rs. 3,000/month in phases",1250 per month (currently),23,60,Female,250000,Annual family income up to Rs. 2.5 lakh; no government employee in family,All,Any,No,12.35,None,Yes,Married/Widowed/Divorced,Yes (MP),"Aadhaar, Samagra ID, Bank account in woman's name, Ration card",Online/Offline,https://cmladlibahna.mp.gov.in,https://cmladlibahna.mp.gov.in/content/documents/guidelines.pdf,2023,Open enrollment,Married/widowed/divorced women aged 23-60 in MP with family income below Rs. 2.5 lakh,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_ap_jagananna_gorumudda,Jagananna Gorumudda — Andhra Pradesh,జగనన్న గోరుముద్ద,education,state,Andhra Pradesh,"School Education Department, Andhra Pradesh",Nutritious mid-day meal (including eggs) for students in government schools to improve health and attendance.,Free mid-day meal with eggs (4 days/week); Rs. 3 per egg provided by government; Nutritional supplements,Free nutritious meals,5,16,All,,No income limit,All,Student (Class 1-10),No,,Enrolled in AP government school class 1-10,Yes,Any,Yes (AP),School enrollment,Automatic,https://cse.ap.gov.in,https://cse.ap.gov.in/gorumudda,2020,No fixed deadline,All government school students in AP,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_ap_ysrcp_housing,YSR Housing Scheme (Pedalandariki Illu) — Andhra Pradesh,పేదలందరికీ ఇల్లు,housing,state,Andhra Pradesh,"Housing Department, Andhra Pradesh",Construction of houses for homeless poor families in AP with free house site and construction assistance.,"Free house site (1.5 cents urban, 2.5 cents rural); Construction assistance Rs. 1.80 lakh for new house",180000 construction assistance + free site,18,,All,,Houseless poor (SECC/local identification),All,Any,Yes,,None,Yes,Any,Yes (AP),"Aadhaar, Ration card, BPL certificate, No property certificate, Bank account",Offline,https://housing.ap.gov.in,https://housing.ap.gov.in/pedalandariki-illu,2019,As per state allocation,Houseless BPL families in Andhra Pradesh,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_ts_rythu_bandhu,Telangana Rythu Bandhu Scheme,రైతు బంధు పథకం,agriculture,state,Telangana,"Agriculture Department, Telangana",Investment support to farmers of Telangana per acre per season for agricultural input costs.,"Rs. 10,000 per acre per year (Rs. 5,000 per season — Kharif and Rabi); Paid before each crop season",10000 per acre per year,18,,All,,No income limit,All,Farmer,No,,None,Yes,Any,Yes (Telangana),"Aadhaar, Land records (Pahani/Passbook), Bank account linked to Aadhaar",Automatic (via land records),https://rythubandhu.telangana.gov.in,https://rythubandhu.telangana.gov.in/guidelines,2018,Season-based (before Kharif and Rabi),All farmers with registered land in Telangana,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_kl_karunya_health,Karunya Health Scheme — Kerala,കാരുണ്യ ആരോഗ്യ പദ്ധതി,health,state,Kerala,"Health and Family Welfare Department, Kerala",Financial assistance for the treatment of critical illnesses for BPL families not covered under other schemes.,Financial assistance up to Rs. 2 lakh per year per family for critical illness treatment at government/empanelled hospitals,200000 per year for critical illness,0,,All,,BPL/APL with Karunya card,All,Any,Yes,,None,Yes,Any,Yes (Kerala),"Aadhaar, Karunya card / ration card, BPL certificate, Medical documents",Online/Offline,https://karunya.kerala.gov.in,https://karunya.kerala.gov.in/content/karunya-guidelines.pdf,2012,No fixed deadline,BPL families in Kerala requiring critical illness treatment,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_pb_aam_aadmi_clinic,Aam Aadmi Clinic — Punjab,ਆਮ ਆਦਮੀ ਕਲੀਨਿਕ,health,state,Punjab,"Health and Family Welfare Department, Punjab",Free primary healthcare including 100+ medicines and 36 diagnostic tests at Aam Aadmi Clinics across Punjab.,Free OPD consultation; 100+ free medicines; 36 free diagnostic tests; Referral services,Free healthcare services,0,,All,,No income limit,All,Any,No,,None,Yes,Any,Yes (Punjab),Aadhaar (optional for basic services),Walk-in,https://health.punjab.gov.in/aam-aadmi-clinic,https://health.punjab.gov.in/content/AAC-guidelines.pdf,2022,No deadline,All residents of Punjab,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_nfsa_pds,National Food Security Act — PDS (Ration Card),राष्ट्रीय खाद्य सुरक्षा अधिनियम — PDS,health,central,,"Ministry of Consumer Affairs, Food and Public Distribution",Subsidized food grains to up to 75% rural and 50% urban population under NFSA; AAY and PHH categories.,"5 kg food grains/person/month at Re. 1/kg (millet), Rs. 2/kg (wheat), Rs. 3/kg (rice); AAY families get 35 kg/month",5 kg subsidized foodgrain per person per month,0,,All,,BPL/PHH/AAY as identified by state government,All,Any,Yes,,None,Yes,Any,Yes,"Aadhaar, Income/residence proof, Passport photo",Offline,https://dfpd.gov.in,https://dfpd.gov.in/nfsa.htm,2013,No fixed deadline,75% rural and 50% urban population under NFSA,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_pm_garib_kalyan_anna,PM Garib Kalyan Anna Yojana (PMGKAY),प्रधानमंत्री गरीब कल्याण अन्न योजना,health,central,,"Ministry of Consumer Affairs, Food and Public Distribution",5 kg free food grains per person per month to NFSA beneficiaries (over and above normal NFSA entitlement).,Additional 5 kg free food grains/month per NFSA member; Covers all 81.35 crore NFSA beneficiaries,5 kg free foodgrain per person per month,0,,All,,NFSA cardholders,All,Any,Yes (NFSA cardholder),,None,Yes,Any,Yes,"Ration card (NFSA), Aadhaar",Automatic (PDS),https://dfpd.gov.in,https://dfpd.gov.in/pmgkay.htm,2020,Extended till December 2028,All NFSA cardholders (81.35 crore people),1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_startup_india,Startup India Scheme,स्टार्टअप इंडिया,employment,central,,Ministry of Commerce and Industry (DPIIT),Government programme to build a strong ecosystem for nurturing innovation and startups in India.,"DPIIT recognition certificate; 3-year income tax exemption; Self-certification for 9 labour and environmental laws; Fund of Funds (Rs. 10,000 crore); IP fast-tracking",Tax exemption 3 years + access to 10000 crore fund,18,,All,,No income limit; startup turnover below Rs. 100 crore,All,Startup founder/entrepreneur,No,,None,Yes,Any,Yes,"PAN, Aadhaar, Company incorporation certificate, DPIIT registration, Business plan",Online,https://www.startupindia.gov.in,https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/198117.pdf,2016,No fixed deadline,"Innovative startups working in technology, social impact, or new business models",1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_ddugky,Deen Dayal Upadhyaya Grameen Kaushalya Yojana (DDU-GKY),दीनदयाल उपाध्याय ग्रामीण कौशल्य योजना,employment,central,,Ministry of Rural Development,Placement-linked skill training programme for rural youth in the age group 15-35 years.,Free residential/non-residential skill training; 70%+ placement guarantee; Post-placement support Rs. 1000-1500/month for 2 years; Foreign placement for select candidates,Free training + 1000 to 1500 per month post-placement support,15,35,All,,Rural households (SECC 2011 preferred),All (33% SC/ST mandatory; 33% women; 3% PWD),Unemployed rural youth,No (but SECC families preferred),,Class 5 minimum (varies by sector),Yes,Any,Yes (rural area),"Aadhaar, Educational certificate, Bank account, Passport photo, MGNREGS job card (if available)",Offline,https://ddugky.gov.in,https://ddugky.gov.in/content/ddugky-operational-guidelines,2014,Batch-specific deadlines,Rural youth aged 15-35,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_pm_vishwakarma,PM Vishwakarma Yojana,प्रधानमंत्री विश्वकर्मा योजना,employment,central,,Ministry of MSME,"Recognition, upskilling, and credit support to artisans and craftsmen in 18 traditional trades including carpenter, blacksmith, cobbler, potter, tailor, barber.","PM Vishwakarma certificate and ID card; Skill training with Rs. 500/day stipend; Toolkit incentive Rs. 15,000; Collateral-free loan Rs. 1 lakh (1st tranche) + Rs. 2 lakh (2nd); 5% concessional interest",15000 toolkit + 100000 to 300000 loan at 5 percent,18,,All,,No income limit (traditional occupation-based),All (OBC communities traditionally in these trades),Artisan/Craftsperson in 18 notified trades,No,,None,Yes,Any,Yes,"Aadhaar, Bank account, Trade occupation proof, Mobile number linked to Aadhaar, Passport photo",Online,https://pmvishwakarma.gov.in,https://pmvishwakarma.gov.in/assets/pdf/PM_Vishwakarma_Guidelines.pdf,2023,No fixed deadline,Artisans and craftsmen in 18 traditional trades,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
